state,county,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
California,Plumas,2/23/2020,6,8,,,,
California,Plumas,2/24/2020,9,7,,,6,
California,Plumas,2/25/2020,3,-2,,,8,
California,Plumas,2/26/2020,5,1,,,4,
California,Plumas,2/27/2020,6,11,,,7,
California,Plumas,2/28/2020,5,8,,,10,
California,Plumas,2/29/2020,17,1,,,,
California,Plumas,3/1/2020,7,9,,,,
California,Plumas,3/2/2020,12,12,,,14,
California,Plumas,3/3/2020,10,11,,,7,
California,Plumas,3/4/2020,7,4,,,0,
California,Plumas,3/5/2020,14,6,,,12,
California,Plumas,3/6/2020,4,9,,,11,
California,Plumas,3/7/2020,13,7,,,,
California,Plumas,3/8/2020,6,0,,,,
California,Plumas,3/9/2020,5,1,,,6,
California,Plumas,3/10/2020,5,2,,,6,
California,Plumas,3/11/2020,5,14,,,6,
California,Plumas,3/12/2020,13,10,,,1,
California,Plumas,3/13/2020,2,34,,,14,
California,Plumas,3/14/2020,-12,13,,,,
California,Plumas,3/15/2020,-23,-1,,,-16,
California,Plumas,3/16/2020,-17,18,,,-28,
California,Plumas,3/17/2020,-37,1,,,-26,
California,Plumas,3/18/2020,-25,12,,,-25,
California,Plumas,3/19/2020,-15,28,,,-20,
California,Plumas,3/20/2020,-24,15,,,-23,
California,Plumas,3/21/2020,-25,5,,,-11,
California,Plumas,3/22/2020,-26,-1,,,-18,
California,Plumas,3/23/2020,-21,4,,,-19,
California,Plumas,3/24/2020,-43,-14,,,-28,
California,Plumas,3/25/2020,-53,-7,,,-33,
California,Plumas,3/26/2020,-34,-4,,,-31,
California,Plumas,3/27/2020,-34,-2,,,-26,
California,Plumas,3/28/2020,-44,-4,,,-16,
California,Plumas,3/29/2020,-30,-8,,,-25,
California,Plumas,3/30/2020,-30,-1,,,-28,
California,Plumas,3/31/2020,-32,-7,,,-32,
California,Plumas,4/1/2020,-28,5,,,-33,
California,Plumas,4/2/2020,-27,-2,,,-33,
California,Plumas,4/3/2020,-24,16,,,-28,
California,Plumas,4/4/2020,-48,2,,,-20,
California,Plumas,4/5/2020,-64,-18,,,-36,
California,Plumas,4/6/2020,,,,,-31,
California,Plumas,4/7/2020,,,,,-34,
California,Plumas,4/8/2020,,,,,-36,
California,Plumas,4/9/2020,,,,,-33,
California,Plumas,4/10/2020,,,,,-30,
California,Plumas,4/11/2020,,,,,-18,
California,Plumas,4/12/2020,,,,,-26,
California,Plumas,4/13/2020,,,,,-30,
California,Plumas,4/14/2020,,,,,-31,
California,Plumas,4/15/2020,,,,,-31,
California,Plumas,4/16/2020,,,,,-28,
California,Plumas,4/17/2020,,,,,-27,
California,Plumas,4/18/2020,,,,,-11,
California,Plumas,4/19/2020,,,,,-22,
California,Plumas,4/20/2020,,,,,-21,
California,Plumas,4/21/2020,,,,,-24,
California,Plumas,4/22/2020,,,,,-29,
California,Plumas,4/23/2020,,,,,-29,
California,Plumas,4/24/2020,,,,,-23,
California,Plumas,4/25/2020,,,,,-10,
California,Plumas,4/26/2020,,,,,-19,
California,Plumas,4/27/2020,,,,,-22,
California,Plumas,4/28/2020,,,,,-24,
California,Plumas,4/29/2020,,,,,-26,
California,Plumas,4/30/2020,,,,,-23,
California,Plumas,5/1/2020,,,,,-21,
California,Plumas,5/2/2020,,,,,-4,
California,Plumas,5/3/2020,,,,,-15,
California,Plumas,5/4/2020,,,,,-17,
California,Plumas,5/5/2020,,,,,-21,
California,Plumas,5/6/2020,,,,,-22,
California,Plumas,5/7/2020,,,,,-22,
California,Plumas,5/8/2020,,,,,-17,
California,Plumas,5/9/2020,,,,,-1,
California,Plumas,5/10/2020,,,,,-9,
California,Plumas,5/11/2020,,,,,-16,
California,Plumas,5/12/2020,,,,,-17,
California,Plumas,5/13/2020,,,,,-22,
California,Plumas,5/14/2020,,,,,-20,
California,Plumas,5/15/2020,,,,,-18,
California,Plumas,5/16/2020,,,,,-7,
California,Plumas,5/17/2020,,,,,-18,
California,Plumas,5/18/2020,,,,,-13,
California,Plumas,5/19/2020,,,,,-14,
California,Plumas,5/20/2020,,,,,-14,
California,Plumas,5/21/2020,,,,,-17,
California,Plumas,5/22/2020,,,,,-13,
California,Plumas,5/24/2020,,,,,-5,
California,Plumas,5/25/2020,,,,,-54,
California,Plumas,5/26/2020,,,,,-17,
California,Plumas,5/27/2020,,,,,-18,
California,Plumas,5/28/2020,,,,,-14,
California,Plumas,5/29/2020,,,,,-13,
California,Plumas,6/1/2020,,,,,-9,
California,Plumas,6/2/2020,,,,,-10,
California,Plumas,6/3/2020,,,,,-11,
California,Plumas,6/4/2020,,,,,-5,
California,Plumas,6/5/2020,,,,,-8,
California,Plumas,6/7/2020,,,,,-1,
California,Plumas,6/8/2020,,,,,-7,
California,Plumas,6/9/2020,,,,,-6,
California,Plumas,6/10/2020,,,,,-9,
California,Plumas,6/11/2020,,,,,-6,
California,Plumas,6/12/2020,6,,,,-3,
California,Plumas,6/14/2020,,,,,-3,
California,Plumas,6/15/2020,,,,,-6,
California,Plumas,6/16/2020,,,,,-6,
California,Plumas,6/17/2020,,,,,-10,
California,Plumas,6/18/2020,,,,,-7,
California,Plumas,6/19/2020,11,,,,-5,
California,Plumas,6/22/2020,,,,,-7,
California,Riverside,2/15/2020,3,2,6,2,-2,0
California,Riverside,2/16/2020,7,2,15,3,-1,-1
California,Riverside,2/17/2020,10,1,24,0,-32,6
California,Riverside,2/18/2020,2,1,14,4,-1,0
California,Riverside,2/19/2020,2,0,9,7,-1,0
California,Riverside,2/20/2020,4,1,7,3,-1,0
California,Riverside,2/21/2020,4,1,1,4,-1,0
California,Riverside,2/22/2020,1,-3,-28,-5,-1,2
California,Riverside,2/23/2020,6,0,-8,4,0,0
California,Riverside,2/24/2020,4,0,7,8,4,-1
California,Riverside,2/25/2020,4,0,12,7,2,-1
California,Riverside,2/26/2020,7,4,9,9,2,-1
California,Riverside,2/27/2020,6,4,7,6,2,-1
California,Riverside,2/28/2020,7,6,8,9,3,-1
California,Riverside,2/29/2020,5,4,10,7,2,-1
California,Riverside,3/1/2020,6,2,-20,1,0,0
California,Riverside,3/2/2020,8,6,-3,6,5,-1
California,Riverside,3/3/2020,10,11,20,8,3,-2
California,Riverside,3/4/2020,7,8,13,4,2,-1
California,Riverside,3/5/2020,7,9,8,7,2,-1
California,Riverside,3/6/2020,5,8,10,6,3,-1
California,Riverside,3/7/2020,4,5,10,5,3,0
California,Riverside,3/8/2020,5,6,-2,4,1,0
California,Riverside,3/9/2020,6,9,8,5,4,0
California,Riverside,3/10/2020,1,5,-35,-6,-3,3
California,Riverside,3/11/2020,6,11,-1,2,0,1
California,Riverside,3/12/2020,-6,7,-48,-11,-3,4
California,Riverside,3/13/2020,2,39,-36,-10,-4,4
California,Riverside,3/14/2020,-6,32,-39,-14,-5,5
California,Riverside,3/15/2020,-10,16,-31,-12,-7,5
California,Riverside,3/16/2020,-5,23,-26,-12,-19,8
California,Riverside,3/17/2020,-14,16,-22,-16,-26,10
California,Riverside,3/18/2020,-23,7,-43,-24,-31,13
California,Riverside,3/19/2020,-27,5,-47,-28,-34,15
California,Riverside,3/20/2020,-33,4,-35,-30,-38,18
California,Riverside,3/21/2020,-42,-9,-38,-35,-31,15
California,Riverside,3/22/2020,-44,-16,-34,-38,-35,13
California,Riverside,3/23/2020,-37,-16,-41,-37,-42,18
California,Riverside,3/24/2020,-35,-14,-35,-33,-44,18
California,Riverside,3/25/2020,-37,-16,-41,-34,-44,19
California,Riverside,3/26/2020,-37,-15,-41,-37,-45,19
California,Riverside,3/27/2020,-38,-14,-37,-37,-44,21
California,Riverside,3/28/2020,-42,-17,-46,-41,-35,16
California,Riverside,3/29/2020,-43,-20,-44,-41,-39,14
California,Riverside,3/30/2020,-34,-18,-30,-35,-44,17
California,Riverside,3/31/2020,-34,-17,-35,-35,-46,18
California,Riverside,4/1/2020,-33,-12,-37,-35,-46,18
California,Riverside,4/2/2020,-35,-13,-43,-38,-47,19
California,Riverside,4/3/2020,-35,-9,-41,-39,-46,21
California,Riverside,4/4/2020,-42,-14,-53,-42,-37,16
California,Riverside,4/5/2020,-46,-21,-60,-45,-41,15
California,Riverside,4/6/2020,-44,-25,-66,-47,-48,21
California,Riverside,4/7/2020,-44,-24,-64,-45,-50,21
California,Riverside,4/8/2020,-44,-23,-64,-48,-51,22
California,Riverside,4/9/2020,-46,-25,-71,-49,-51,23
California,Riverside,4/10/2020,-45,-19,-68,-50,-54,26
California,Riverside,4/11/2020,-42,-12,-59,-45,-39,17
California,Riverside,4/12/2020,-59,-33,-67,-53,-46,16
California,Riverside,4/13/2020,-42,-26,-53,-44,-46,19
California,Riverside,4/14/2020,-38,-20,-45,-40,-47,19
California,Riverside,4/15/2020,-41,-13,-48,-38,-46,18
California,Riverside,4/16/2020,-53,-11,-49,-40,-46,19
California,Riverside,4/17/2020,-54,-13,-51,-42,-45,21
California,Riverside,4/18/2020,-57,-15,-63,-45,-35,16
California,Riverside,4/19/2020,-57,-16,-55,-44,-37,13
California,Riverside,4/20/2020,-52,-15,-48,-40,-44,18
California,Riverside,4/21/2020,-51,-13,-44,-40,-45,18
California,Riverside,4/22/2020,-51,-11,-46,-39,-45,18
California,Riverside,4/23/2020,-52,-11,-49,-39,-46,18
California,Riverside,4/24/2020,-52,-10,-49,-39,-45,20
California,Riverside,4/25/2020,-54,-8,-56,-40,-33,14
California,Riverside,4/26/2020,-54,-12,-54,-40,-36,12
California,Riverside,4/27/2020,-49,-10,-43,-37,-42,17
California,Riverside,4/28/2020,-48,-8,-40,-36,-45,10
California,Riverside,4/29/2020,-47,-8,-45,-36,-45,17
California,Riverside,4/30/2020,-45,-6,-45,-38,-45,17
California,Riverside,5/1/2020,-45,-3,-42,-35,-43,18
California,Riverside,5/2/2020,-47,-2,-48,-35,-30,13
California,Riverside,5/3/2020,-48,-6,-44,-36,-32,11
California,Riverside,5/4/2020,-43,-6,-38,-34,-41,15
California,Riverside,5/5/2020,-43,0,-38,-34,-42,16
California,Riverside,5/6/2020,-44,-5,-42,-34,-43,16
California,Riverside,5/7/2020,-44,-3,-45,-36,-43,17
California,Riverside,5/8/2020,-44,1,-40,-35,-42,17
California,Riverside,5/9/2020,-44,12,-46,-32,-28,11
California,Riverside,5/10/2020,-45,9,-47,-31,-28,8
California,Riverside,5/11/2020,-43,-9,-35,-34,-40,15
California,Riverside,5/12/2020,-42,-6,-33,-32,-41,15
California,Riverside,5/13/2020,-41,-6,-33,-32,-41,15
California,Riverside,5/14/2020,-42,-5,-36,-34,-42,16
California,Riverside,5/15/2020,-42,-4,-31,-33,-40,16
California,Riverside,5/16/2020,-44,-3,-40,-33,-27,11
California,Riverside,5/17/2020,-44,-7,-34,-34,-28,9
California,Riverside,5/18/2020,-40,-9,-36,-35,-38,14
California,Riverside,5/19/2020,-38,-5,-26,-33,-39,14
California,Riverside,5/20/2020,-37,-3,-26,-31,-40,14
California,Riverside,5/21/2020,-38,-2,-30,-30,-40,14
California,Riverside,5/22/2020,-38,1,-25,-27,-39,15
California,Riverside,5/23/2020,-40,2,-29,-25,-23,9
California,Riverside,5/24/2020,-40,1,-20,-27,-26,7
California,Riverside,5/25/2020,-40,-4,-17,-36,-70,20
California,Riverside,5/26/2020,-36,-4,-29,-31,-38,13
California,Riverside,5/27/2020,-35,-4,-30,-31,-37,13
California,Riverside,5/28/2020,-35,-2,-31,-30,-37,13
California,Riverside,5/29/2020,-36,-3,-27,-29,-35,14
California,Riverside,5/30/2020,-37,-2,-30,-25,-15,8
California,Riverside,5/31/2020,-37,-5,-27,-28,-18,8
California,Riverside,6/1/2020,-40,-11,-41,-33,-36,14
California,Riverside,6/2/2020,-33,1,-30,-32,-36,13
California,Riverside,6/3/2020,-31,3,-31,-30,-36,12
California,Riverside,6/4/2020,-29,1,-29,-26,-36,12
California,Riverside,6/5/2020,-29,-2,-28,-25,-36,13
California,Riverside,6/6/2020,-29,0,-29,-20,-17,8
California,Riverside,6/7/2020,-28,-4,-23,-21,-20,7
California,Riverside,6/8/2020,-25,-4,-24,-23,-33,11
California,Riverside,6/9/2020,-25,-2,-21,-25,-35,11
California,Riverside,6/10/2020,-25,-2,-25,-29,-35,11
California,Riverside,6/11/2020,-25,-2,-27,-29,-36,11
California,Riverside,6/12/2020,-25,-2,-22,-25,-35,11
California,Riverside,6/13/2020,-27,0,-24,-21,-15,6
California,Riverside,6/14/2020,-26,-4,-20,-22,-18,5
California,Riverside,6/15/2020,-23,-5,-19,-26,-33,10
California,Riverside,6/16/2020,-23,-3,-14,-27,-35,10
California,Riverside,6/17/2020,-23,-4,-15,-27,-35,10
California,Riverside,6/18/2020,-23,-3,-19,-27,-36,10
California,Riverside,6/19/2020,-23,-1,-16,-26,-36,10
California,Riverside,6/20/2020,-24,4,-23,-25,-15,5
California,Riverside,6/21/2020,-27,1,-28,-27,-16,4
California,Riverside,6/22/2020,-23,-8,-19,-29,-36,10
California,Sacramento,2/15/2020,1,1,26,-2,-2,-1
California,Sacramento,2/16/2020,9,0,55,-3,0,-2
California,Sacramento,2/17/2020,7,-1,43,-12,-44,9
California,Sacramento,2/18/2020,-1,0,22,6,-2,0
California,Sacramento,2/19/2020,0,1,23,0,-1,0
California,Sacramento,2/20/2020,3,0,28,3,-1,0
California,Sacramento,2/21/2020,1,0,16,3,1,0
California,Sacramento,2/22/2020,3,2,38,0,0,-1
California,Sacramento,2/23/2020,8,2,53,4,1,-1
California,Sacramento,2/24/2020,3,-1,15,2,4,0
California,Sacramento,2/25/2020,4,2,30,3,3,-1
California,Sacramento,2/26/2020,5,3,29,3,2,-1
California,Sacramento,2/27/2020,7,3,29,5,1,-1
California,Sacramento,2/28/2020,5,5,15,4,3,-1
California,Sacramento,2/29/2020,6,7,25,0,1,-2
California,Sacramento,3/1/2020,11,4,26,1,2,-1
California,Sacramento,3/2/2020,7,7,11,0,4,-1
California,Sacramento,3/3/2020,12,15,38,2,3,-2
California,Sacramento,3/4/2020,5,11,32,-3,2,-1
California,Sacramento,3/5/2020,7,10,31,-1,2,-1
California,Sacramento,3/6/2020,1,8,12,-1,2,0
California,Sacramento,3/7/2020,-1,7,-20,-11,-2,1
California,Sacramento,3/8/2020,5,6,23,-5,0,0
California,Sacramento,3/9/2020,2,8,25,-6,0,0
California,Sacramento,3/10/2020,2,11,38,-3,-1,0
California,Sacramento,3/11/2020,3,10,38,-7,-2,0
California,Sacramento,3/12/2020,2,18,34,-9,-4,1
California,Sacramento,3/13/2020,-2,29,7,-13,-6,3
California,Sacramento,3/14/2020,-15,21,-45,-27,-7,5
California,Sacramento,3/15/2020,-15,10,-36,-29,-10,5
California,Sacramento,3/16/2020,-11,25,-36,-32,-21,9
California,Sacramento,3/17/2020,-18,21,-2,-30,-27,11
California,Sacramento,3/18/2020,-28,11,-19,-39,-35,14
California,Sacramento,3/19/2020,-24,21,13,-41,-38,14
California,Sacramento,3/20/2020,-44,-7,-14,-49,-45,20
California,Sacramento,3/21/2020,-48,-13,-13,-47,-32,13
California,Sacramento,3/22/2020,-46,-21,10,-52,-35,12
California,Sacramento,3/23/2020,-41,-19,-13,-54,-46,19
California,Sacramento,3/24/2020,-42,-17,-25,-55,-49,21
California,Sacramento,3/25/2020,-41,-16,-7,-55,-50,20
California,Sacramento,3/26/2020,-40,-15,0,-55,-50,20
California,Sacramento,3/27/2020,-42,-14,-11,-56,-49,22
California,Sacramento,3/28/2020,-49,-18,-49,-58,-37,16
California,Sacramento,3/29/2020,-45,-21,-1,-57,-37,13
California,Sacramento,3/30/2020,-37,-16,-4,-56,-49,19
California,Sacramento,3/31/2020,-35,-9,6,-56,-54,20
California,Sacramento,4/1/2020,-35,-6,3,-54,-51,19
California,Sacramento,4/2/2020,-36,-8,2,-56,-52,20
California,Sacramento,4/3/2020,-38,-5,-6,-56,-50,21
California,Sacramento,4/4/2020,-50,-16,-60,-63,-40,16
California,Sacramento,4/5/2020,-52,-27,-58,-68,-42,15
California,Sacramento,4/6/2020,-39,-13,-28,-59,-51,20
California,Sacramento,4/7/2020,-39,-9,5,-56,-52,20
California,Sacramento,4/8/2020,-41,-12,-14,-58,-53,21
California,Sacramento,4/9/2020,-41,-11,-13,-59,-54,21
California,Sacramento,4/10/2020,-41,-7,-10,-58,-53,22
California,Sacramento,4/11/2020,-44,-3,-23,-54,-37,14
California,Sacramento,4/12/2020,-57,-28,-11,-55,-42,12
California,Sacramento,4/13/2020,-39,-18,1,-54,-50,19
California,Sacramento,4/14/2020,-37,-13,9,-53,-51,20
California,Sacramento,4/15/2020,-40,-9,5,-53,-51,19
California,Sacramento,4/16/2020,-48,-10,6,-55,-51,20
California,Sacramento,4/17/2020,-51,-11,-13,-56,-49,21
California,Sacramento,4/18/2020,-52,-8,-14,-50,-33,13
California,Sacramento,4/19/2020,-50,-14,7,-55,-34,11
California,Sacramento,4/20/2020,-49,-15,-6,-55,-49,19
California,Sacramento,4/21/2020,-47,-10,13,-53,-50,19
California,Sacramento,4/22/2020,-48,-9,12,-53,-50,19
California,Sacramento,4/23/2020,-48,-10,9,-55,-50,20
California,Sacramento,4/24/2020,-50,-9,-5,-53,-48,21
California,Sacramento,4/25/2020,-51,-8,-8,-49,-33,12
California,Sacramento,4/26/2020,-48,-12,13,-53,-33,10
California,Sacramento,4/27/2020,-44,-11,5,-53,-48,18
California,Sacramento,4/28/2020,-44,-7,6,-51,-49,11
California,Sacramento,4/29/2020,-44,-7,7,-51,-49,18
California,Sacramento,4/30/2020,-42,-6,9,-51,-49,18
California,Sacramento,5/1/2020,-42,-1,4,-48,-47,19
California,Sacramento,5/2/2020,-45,-1,-4,-41,-30,11
California,Sacramento,5/3/2020,-42,-5,27,-46,-28,9
California,Sacramento,5/4/2020,-39,-5,12,-49,-46,16
California,Sacramento,5/5/2020,-39,2,18,-47,-47,17
California,Sacramento,5/6/2020,-42,-3,14,-50,-48,17
California,Sacramento,5/7/2020,-41,-2,16,-49,-48,18
California,Sacramento,5/8/2020,-42,1,-1,-48,-45,18
California,Sacramento,5/9/2020,-42,13,0,-41,-27,9
California,Sacramento,5/10/2020,-39,10,15,-43,-24,6
California,Sacramento,5/11/2020,-42,-11,-5,-50,-46,16
California,Sacramento,5/12/2020,-41,-4,2,-50,-46,17
California,Sacramento,5/13/2020,-40,-4,5,-51,-46,17
California,Sacramento,5/14/2020,-40,-5,10,-49,-47,17
California,Sacramento,5/15/2020,-41,-2,11,-47,-44,17
California,Sacramento,5/16/2020,-43,-1,6,-41,-26,9
California,Sacramento,5/17/2020,-45,-11,-16,-52,-27,10
California,Sacramento,5/18/2020,-39,-8,1,-51,-44,17
California,Sacramento,5/19/2020,-37,-3,21,-48,-45,16
California,Sacramento,5/20/2020,-36,-1,29,-47,-45,16
California,Sacramento,5/21/2020,-35,-1,29,-46,-45,16
California,Sacramento,5/22/2020,-37,1,16,-45,-43,16
California,Sacramento,5/23/2020,-39,2,16,-37,-21,7
California,Sacramento,5/24/2020,-35,-2,42,-43,-23,5
California,Sacramento,5/25/2020,-39,-4,35,-54,-72,20
California,Sacramento,5/26/2020,-35,-4,6,-46,-43,15
California,Sacramento,5/27/2020,-35,-3,6,-47,-43,16
California,Sacramento,5/28/2020,-33,-2,11,-46,-43,15
California,Sacramento,5/29/2020,-34,-1,12,-44,-39,15
California,Sacramento,5/30/2020,-36,-1,6,-36,-14,8
California,Sacramento,5/31/2020,-33,-5,39,-37,-15,6
California,Sacramento,6/1/2020,-33,-4,15,-44,-42,14
California,Sacramento,6/2/2020,-33,0,14,-45,-44,15
California,Sacramento,6/3/2020,-32,2,7,-45,-42,15
California,Sacramento,6/4/2020,-32,2,12,-44,-42,15
California,Sacramento,6/5/2020,-33,3,10,-41,-39,14
California,Sacramento,6/6/2020,-32,4,26,-29,-15,6
California,Sacramento,6/7/2020,-28,-1,48,-36,-14,5
California,Sacramento,6/8/2020,-27,-2,24,-41,-39,12
California,Sacramento,6/9/2020,-28,1,25,-43,-40,13
California,Sacramento,6/10/2020,-28,0,21,-43,-41,13
California,Sacramento,6/11/2020,-28,-2,24,-40,-41,13
California,Sacramento,6/12/2020,-30,-2,8,-39,-39,13
California,Sacramento,6/13/2020,-31,0,22,-25,-12,5
California,Sacramento,6/14/2020,-26,-4,48,-31,-13,4
California,Sacramento,6/15/2020,-27,-6,22,-38,-39,12
California,Sacramento,6/16/2020,-25,0,39,-37,-40,12
California,Sacramento,6/17/2020,-26,-1,30,-39,-41,12
California,Sacramento,6/18/2020,-25,-1,30,-39,-41,12
California,Sacramento,6/19/2020,-28,1,15,-39,-40,12
California,Sacramento,6/20/2020,-29,6,21,-31,-12,4
California,Sacramento,6/21/2020,-27,1,30,-35,-10,2
California,Sacramento,6/22/2020,-27,-8,14,-40,-41,12
California,San Benito,2/15/2020,1,0,27,,-4,-1
California,San Benito,2/16/2020,7,3,71,,-2,
California,San Benito,2/17/2020,6,4,,,-44,10
California,San Benito,2/18/2020,0,0,,,-9,2
California,San Benito,2/19/2020,-6,-4,,,-9,2
California,San Benito,2/20/2020,0,-4,,,-10,1
California,San Benito,2/21/2020,-2,-8,,,-9,2
California,San Benito,2/22/2020,-3,-2,5,,-5,-1
California,San Benito,2/23/2020,4,-1,13,,-3,
California,San Benito,2/24/2020,-2,4,,,4,-1
California,San Benito,2/25/2020,4,1,,,4,-2
California,San Benito,2/26/2020,5,3,,,2,-2
California,San Benito,2/27/2020,6,3,,,3,-1
California,San Benito,2/28/2020,3,4,,,3,-2
California,San Benito,2/29/2020,2,0,9,,1,-2
California,San Benito,3/1/2020,2,-1,-7,,0,
California,San Benito,3/2/2020,7,8,,,7,-2
California,San Benito,3/3/2020,8,13,,,3,-2
California,San Benito,3/4/2020,2,2,,,3,-1
California,San Benito,3/5/2020,3,4,,,4,-1
California,San Benito,3/6/2020,-2,2,,,2,0
California,San Benito,3/7/2020,5,3,-16,,1,1
California,San Benito,3/8/2020,3,0,3,,0,
California,San Benito,3/9/2020,2,6,,,6,0
California,San Benito,3/10/2020,-1,6,,,1,1
California,San Benito,3/11/2020,3,11,,,1,0
California,San Benito,3/12/2020,4,20,,,-1,0
California,San Benito,3/13/2020,-4,33,,,-2,1
California,San Benito,3/14/2020,-6,24,-18,,-6,
California,San Benito,3/15/2020,-18,2,-39,,-5,
California,San Benito,3/16/2020,-11,35,,,-16,8
California,San Benito,3/17/2020,-28,15,,,-33,17
California,San Benito,3/18/2020,-34,5,,,-39,19
California,San Benito,3/19/2020,-36,-2,,,-38,19
California,San Benito,3/20/2020,-41,-8,,,-41,21
California,San Benito,3/21/2020,-48,-17,-46,-50,-34,
California,San Benito,3/22/2020,-47,-27,-37,,-32,
California,San Benito,3/23/2020,-39,-17,,,-39,20
California,San Benito,3/24/2020,-38,-16,,,-43,22
California,San Benito,3/25/2020,-38,-19,,,-43,23
California,San Benito,3/26/2020,-38,-13,,,-43,23
California,San Benito,3/27/2020,-42,-14,,,-42,23
California,San Benito,3/28/2020,-47,-16,-48,,-33,
California,San Benito,3/29/2020,-45,-25,-36,,-32,
California,San Benito,3/30/2020,-35,-19,,,-41,19
California,San Benito,3/31/2020,-32,-12,,,-45,20
California,San Benito,4/1/2020,-29,-16,,,-44,21
California,San Benito,4/2/2020,-34,-12,,,-45,22
California,San Benito,4/3/2020,-40,-7,-14,,-44,22
California,San Benito,4/4/2020,-48,-20,-72,-56,-34,
California,San Benito,4/5/2020,-54,-33,-76,,-38,
California,San Benito,4/6/2020,-41,-17,,,-46,22
California,San Benito,4/7/2020,-37,-16,,,-46,22
California,San Benito,4/8/2020,-41,-17,,,-46,24
California,San Benito,4/9/2020,-40,-13,,,-47,23
California,San Benito,4/10/2020,-41,-12,-26,,-50,25
California,San Benito,4/11/2020,-44,-9,-54,,-38,
California,San Benito,4/12/2020,-61,-28,-57,,-41,
California,San Benito,4/13/2020,-35,-19,,,-43,20
California,San Benito,4/14/2020,-33,-14,,,-44,21
California,San Benito,4/15/2020,-30,-11,,,-43,21
California,San Benito,4/16/2020,-39,-13,,,-43,21
California,San Benito,4/17/2020,-42,-17,-34,,-44,22
California,San Benito,4/18/2020,-42,-16,-64,,-30,
California,San Benito,4/19/2020,-40,-22,-58,,-30,
California,San Benito,4/20/2020,-35,-19,-43,,-40,19
California,San Benito,4/21/2020,-34,-12,,,-42,20
California,San Benito,4/22/2020,-32,-11,,,-41,20
California,San Benito,4/23/2020,-34,-12,,,-43,20
California,San Benito,4/24/2020,-36,-11,-34,,-41,20
California,San Benito,4/25/2020,-36,-7,-56,,-27,
California,San Benito,4/26/2020,-38,-15,-48,,-26,
California,San Benito,4/27/2020,-31,-15,,,-38,18
California,San Benito,4/28/2020,-30,-13,,,-40,11
California,San Benito,4/29/2020,-31,-12,,,-41,19
California,San Benito,4/30/2020,-28,-8,,,-40,19
California,San Benito,5/1/2020,-32,-7,-18,,-40,19
California,San Benito,5/2/2020,-36,-5,-59,,-28,
California,San Benito,5/3/2020,-35,-18,-52,,-21,
California,San Benito,5/4/2020,-23,-5,,,-34,15
California,San Benito,5/5/2020,-26,-2,,,-37,16
California,San Benito,5/6/2020,-26,-8,,,-36,16
California,San Benito,5/7/2020,-27,-4,,,-35,16
California,San Benito,5/8/2020,-29,-5,-19,,-35,17
California,San Benito,5/9/2020,-25,15,-68,,-22,
California,San Benito,5/10/2020,-30,7,-55,,-22,
California,San Benito,5/11/2020,-31,-15,,,-33,14
California,San Benito,5/12/2020,-31,-8,,,-35,16
California,San Benito,5/13/2020,-28,-15,,,-35,16
California,San Benito,5/14/2020,-28,-7,,,-34,15
California,San Benito,5/15/2020,-30,-9,-20,,-34,16
California,San Benito,5/16/2020,-27,-4,-55,,-24,
California,San Benito,5/17/2020,-28,-12,-48,,-22,
California,San Benito,5/18/2020,-26,-13,,,-29,14
California,San Benito,5/19/2020,-24,-12,,,-33,15
California,San Benito,5/20/2020,-19,-8,,,-32,14
California,San Benito,5/21/2020,-22,-7,,,-32,15
California,San Benito,5/22/2020,-21,-8,,,-33,14
California,San Benito,5/23/2020,-20,2,-32,,-20,
California,San Benito,5/24/2020,-14,-1,-12,,-17,
California,San Benito,5/25/2020,-21,-1,,,-70,23
