county,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
Glenn,5/2/2020,-39,,,-2,-13,
Glenn,5/3/2020,,,,10,-24,
Glenn,5/4/2020,,,,12,-33,
Glenn,5/5/2020,,,,12,-34,
Glenn,5/6/2020,,,,3,-35,
Glenn,5/7/2020,,,,10,-33,
Glenn,5/8/2020,,,,6,-32,
Glenn,5/9/2020,,,,6,-19,
Glenn,5/10/2020,,,,0,-24,
Glenn,5/11/2020,,,,12,-33,
Glenn,5/12/2020,,,,3,-33,
Glenn,5/13/2020,,,,-3,-33,
Glenn,5/14/2020,-14,9,,-2,-33,
Glenn,5/15/2020,-23,11,,1,-34,
Glenn,5/16/2020,-17,17,,7,-17,
Glenn,5/17/2020,-4,19,,6,-25,
Glenn,5/18/2020,-11,12,,13,-33,
Glenn,5/19/2020,-16,16,,17,-34,
Glenn,5/20/2020,-10,18,,-5,-33,
Glenn,5/21/2020,-11,13,,15,-32,
Glenn,5/22/2020,-7,18,,30,-34,
Glenn,5/23/2020,-9,25,,21,-19,
Glenn,5/24/2020,11,26,,18,-25,
Glenn,5/25/2020,0,17,,29,-68,
Glenn,5/26/2020,-14,16,,7,-33,
Glenn,5/27/2020,-14,19,,8,-31,
Glenn,5/28/2020,-6,12,,13,-31,
Glenn,5/29/2020,-14,16,,10,-31,
Humboldt,2/15/2020,9,-1,56,-27,-2,-1
Humboldt,2/16/2020,12,-2,35,-15,-4,0
Humboldt,2/17/2020,-1,-5,51,-24,-29,6
Humboldt,2/18/2020,3,-3,49,-15,-9,1
Humboldt,2/19/2020,1,-6,29,-23,-8,1
Humboldt,2/20/2020,2,0,21,-24,-8,2
Humboldt,2/21/2020,1,-3,23,-19,-4,2
Humboldt,2/22/2020,0,-3,46,-30,-1,0
Humboldt,2/23/2020,5,0,21,-18,0,0
Humboldt,2/24/2020,-3,4,23,-12,8,-1
Humboldt,2/25/2020,1,0,31,-16,2,-1
Humboldt,2/26/2020,6,0,27,-11,2,-1
Humboldt,2/27/2020,5,3,17,-14,2,0
Humboldt,2/28/2020,6,3,-4,-17,8,0
Humboldt,2/29/2020,10,4,29,-30,3,-1
Humboldt,3/1/2020,15,8,24,-17,2,0
Humboldt,3/2/2020,5,9,18,-16,11,-1
Humboldt,3/3/2020,11,10,34,-15,2,-2
Humboldt,3/4/2020,7,6,27,-12,2,-1
Humboldt,3/5/2020,4,4,4,-19,2,0
Humboldt,3/6/2020,3,3,0,-19,9,-1
Humboldt,3/7/2020,11,4,31,-32,2,-1
Humboldt,3/8/2020,12,6,39,-14,2,-1
Humboldt,3/9/2020,0,9,33,-15,7,-1
Humboldt,3/10/2020,6,7,41,-21,1,-1
Humboldt,3/11/2020,4,2,36,-20,1,-1
Humboldt,3/12/2020,2,11,28,-24,1,0
Humboldt,3/13/2020,0,12,4,-26,2,1
Humboldt,3/14/2020,-7,5,-18,-48,-7,3
Humboldt,3/15/2020,-6,11,0,-28,-9,3
Humboldt,3/16/2020,-8,22,15,-31,-13,5
Humboldt,3/17/2020,-18,13,-1,-37,-25,8
Humboldt,3/18/2020,-20,5,36,-30,-27,9
Humboldt,3/19/2020,-14,27,30,-31,-29,10
Humboldt,3/20/2020,-44,-14,7,-48,-35,15
Humboldt,3/21/2020,-49,-17,21,-58,-32,11
Humboldt,3/22/2020,-44,-19,32,-41,-32,9
Humboldt,3/23/2020,-43,-17,-13,-53,-36,15
Humboldt,3/24/2020,-43,-23,-25,-56,-43,17
Humboldt,3/25/2020,-42,-21,-3,-51,-43,16
Humboldt,3/26/2020,-43,-18,3,-44,-44,17
Humboldt,3/27/2020,-46,-21,-21,-56,-39,18
Humboldt,3/28/2020,-52,-26,-29,-63,-35,14
Humboldt,3/29/2020,-48,-23,-10,-48,-35,11
Humboldt,3/30/2020,-47,-23,-38,-56,-42,17
Humboldt,3/31/2020,-43,-20,-15,-55,-50,18
Humboldt,4/1/2020,-37,-18,5,-48,-47,16
Humboldt,4/2/2020,-41,-19,-8,-49,-47,17
Humboldt,4/3/2020,-40,-16,-12,-56,-41,18
Humboldt,4/4/2020,-52,-26,-52,-70,-39,15
Humboldt,4/5/2020,-49,-25,-29,-58,-38,12
Humboldt,4/6/2020,-42,-20,-5,-60,-43,16
Humboldt,4/7/2020,-43,-23,-4,-56,-47,17
Humboldt,4/8/2020,-42,-23,9,-51,-47,17
Humboldt,4/9/2020,-43,-22,-14,-54,-47,18
Humboldt,4/10/2020,-44,-20,-19,-57,-43,18
Humboldt,4/11/2020,-45,-14,-18,-55,-35,12
Humboldt,4/12/2020,-57,-25,13,-40,-40,10
Humboldt,4/13/2020,-40,-18,2,-49,-42,15
Humboldt,4/14/2020,-36,-18,19,-50,-45,15
Humboldt,4/15/2020,-42,-20,-6,-50,-45,15
Humboldt,4/16/2020,-51,-17,10,-56,-45,16
Humboldt,4/17/2020,-54,-18,-15,-61,-41,17
Humboldt,4/18/2020,-56,-18,-11,-62,-32,12
Humboldt,4/19/2020,-54,-15,17,-48,-31,9
Humboldt,4/20/2020,-53,-16,-3,-55,-39,14
Humboldt,4/21/2020,-51,-17,22,-58,-43,15
Humboldt,4/22/2020,-54,-22,-25,-57,-45,16
Humboldt,4/23/2020,-52,-15,-5,-54,-44,16
Humboldt,4/24/2020,-54,-20,-3,-59,-39,16
Humboldt,4/25/2020,-55,-18,-3,-60,-31,10
Humboldt,4/26/2020,-54,-14,22,-47,-28,8
Humboldt,4/27/2020,-51,-12,4,-53,-38,14
Humboldt,4/28/2020,-50,-16,14,-51,-42,5
Humboldt,4/29/2020,-46,-17,6,-49,-42,14
Humboldt,4/30/2020,-46,-12,19,-52,-42,14
Humboldt,5/1/2020,-44,-8,10,-46,-35,14
Humboldt,5/2/2020,-53,-14,-27,-64,-29,12
Humboldt,5/3/2020,-43,-2,37,-40,-23,6
Humboldt,5/4/2020,-44,-6,18,-48,-35,12
Humboldt,5/5/2020,-44,-8,13,-53,-40,13
Humboldt,5/6/2020,-42,-8,22,-51,-40,13
Humboldt,5/7/2020,-42,-7,21,-51,-40,13
Humboldt,5/8/2020,-45,-4,9,-54,-35,14
Humboldt,5/9/2020,-43,1,22,-53,-25,7
Humboldt,5/10/2020,-42,3,38,-39,-24,5
Humboldt,5/11/2020,-48,-8,-12,-51,-36,13
Humboldt,5/12/2020,-47,-10,-15,-53,-40,14
Humboldt,5/13/2020,-46,-11,-16,-49,-39,15
Humboldt,5/14/2020,-47,-8,3,-50,-40,14
Humboldt,5/15/2020,-44,-8,20,-48,-33,13
Humboldt,5/16/2020,-50,-15,-26,-63,-27,10
Humboldt,5/17/2020,-48,-15,-3,-51,-22,8
Humboldt,5/18/2020,-46,-9,-16,-53,-33,13
Humboldt,5/19/2020,-43,-5,23,-53,-37,12
Humboldt,5/20/2020,-41,-10,26,-48,-36,12
Humboldt,5/21/2020,-41,-3,26,-51,-37,12
Humboldt,5/22/2020,-41,-5,31,-53,-32,12
Humboldt,5/23/2020,-43,-2,60,-55,-22,6
Humboldt,5/24/2020,-38,-1,110,-43,-21,4
Humboldt,5/25/2020,-54,-7,92,-55,-65,14
Humboldt,5/26/2020,-40,-1,44,-47,-35,10
Humboldt,5/27/2020,-41,-6,41,-51,-34,11
Humboldt,5/28/2020,-40,-3,41,-50,-34,11
Humboldt,5/29/2020,-42,-8,28,-52,-29,12
Imperial,2/15/2020,4,-6,13,7,1,-1
Imperial,2/16/2020,7,-5,29,14,0,-1
Imperial,2/17/2020,3,-3,14,4,-27,4
Imperial,2/18/2020,2,-4,11,9,4,-1
Imperial,2/19/2020,2,-4,4,7,4,-1
Imperial,2/20/2020,1,-5,0,7,2,-1
Imperial,2/21/2020,0,-5,-11,12,1,0
Imperial,2/22/2020,0,-7,-19,13,1,1
Imperial,2/23/2020,4,-5,-2,15,-1,0
Imperial,2/24/2020,3,-1,1,12,11,0
Imperial,2/25/2020,3,-5,-1,16,4,0
Imperial,2/26/2020,7,-2,18,20,3,-2
Imperial,2/27/2020,9,-2,12,25,3,-2
Imperial,2/28/2020,5,1,8,45,-12,0
Imperial,2/29/2020,11,1,10,63,0,-2
Imperial,3/1/2020,12,-2,-4,36,-2,-1
Imperial,3/2/2020,9,2,5,31,7,-1
Imperial,3/3/2020,12,2,1,31,4,-2
Imperial,3/4/2020,12,1,2,40,2,-2
Imperial,3/5/2020,11,0,3,44,2,-2
Imperial,3/6/2020,5,-1,4,48,2,-2
Imperial,3/7/2020,9,-7,-10,74,0,-1
Imperial,3/8/2020,13,1,19,82,-5,-1
Imperial,3/9/2020,9,1,-1,21,5,0
Imperial,3/10/2020,-1,-6,-30,1,-2,3
Imperial,3/11/2020,5,2,-15,-11,1,1
Imperial,3/12/2020,2,8,-34,-21,-5,5
Imperial,3/13/2020,-1,11,-13,-16,-1,2
Imperial,3/14/2020,-5,6,-21,-20,-2,3
Imperial,3/15/2020,-3,8,-10,-13,-5,2
Imperial,3/16/2020,3,16,-23,-14,-7,3
Imperial,3/17/2020,-11,12,-8,-22,-17,5
Imperial,3/18/2020,-20,5,-37,-31,-27,11
Imperial,3/19/2020,-24,2,-35,-26,-27,10
Imperial,3/20/2020,-36,-2,-43,-39,-32,16
Imperial,3/21/2020,-48,-15,-61,-50,-20,16
Imperial,3/22/2020,-52,-25,-63,-54,-29,15
Imperial,3/23/2020,-42,-23,-54,-47,-33,15
Imperial,3/24/2020,-42,-25,-52,-52,-39,15
Imperial,3/25/2020,-46,-29,-51,-53,-41,17
Imperial,3/26/2020,-45,-27,-50,-50,-42,17
Imperial,3/27/2020,-48,-25,-50,-53,-41,20
Imperial,3/28/2020,-50,-27,-62,-61,-26,18
Imperial,3/29/2020,-53,-31,-65,-62,-32,16
Imperial,3/30/2020,-39,-21,-52,-51,-38,16
Imperial,3/31/2020,-45,-26,-54,-56,-46,17
Imperial,4/1/2020,-45,-23,-55,-56,-43,17
Imperial,4/2/2020,-46,-25,-60,-59,-44,17
Imperial,4/3/2020,-48,-20,-57,-55,-43,20
Imperial,4/4/2020,-55,-24,-71,-63,-32,19
Imperial,4/5/2020,-57,-29,-74,-64,-35,17
Imperial,4/6/2020,-47,-23,-57,-53,-41,18
Imperial,4/7/2020,-49,-29,-62,-54,-45,18
Imperial,4/8/2020,-53,-33,-68,-64,-48,21
Imperial,4/9/2020,-52,-28,-68,-58,-47,20
Imperial,4/10/2020,-60,-33,-78,-67,-54,27
Imperial,4/11/2020,-60,-30,-77,-67,-37,22
Imperial,4/12/2020,-68,-37,-79,-63,-37,17
Imperial,4/13/2020,-51,-29,-60,-57,-43,19
Imperial,4/14/2020,-50,-29,-63,-56,-46,19
Imperial,4/15/2020,-51,-27,-62,-54,-45,18
Imperial,4/16/2020,-52,-26,-67,-54,-47,19
Imperial,4/17/2020,-55,-27,-70,-55,-45,22
Imperial,4/18/2020,-58,-27,-75,-60,-31,19
Imperial,4/19/2020,-59,-30,-75,-61,-32,16
Imperial,4/20/2020,-49,-26,-62,-50,-40,17
Imperial,4/21/2020,-52,-29,-66,-51,-45,18
Imperial,4/22/2020,-54,-28,-66,-55,-45,18
Imperial,4/23/2020,-52,-28,-68,-53,-46,18
Imperial,4/24/2020,-54,-23,-65,-56,-44,22
Imperial,4/25/2020,-56,-27,-67,-61,-31,18
Imperial,4/26/2020,-58,-29,-58,-57,-34,16
Imperial,4/27/2020,-47,-22,-68,-49,-39,17
Imperial,4/28/2020,-47,-25,-63,-46,-43,10
Imperial,4/29/2020,-48,-25,-56,-52,-43,17
Imperial,4/30/2020,-43,-18,-56,-46,-43,16
Imperial,5/1/2020,-50,-20,-62,-52,-45,20
Imperial,5/2/2020,-51,-17,-59,-55,-27,16
Imperial,5/3/2020,-52,-20,-53,-56,-27,14
Imperial,5/4/2020,-42,-15,-38,-44,-36,15
Imperial,5/5/2020,-44,-18,-41,-44,-41,15
Imperial,5/6/2020,-47,-20,-48,-47,-40,16
Imperial,5/7/2020,-46,-16,-41,-45,-41,16
Imperial,5/8/2020,-47,-13,-38,-50,-41,18
Imperial,5/9/2020,-47,-2,-49,-51,-24,14
Imperial,5/10/2020,-47,-4,-41,-52,-20,11
